Label,Temperatura,Humedad,Presion,ResistenciaGas
Alcohol,30.03,44.34,42949532.00,5.68
Alcohol,30.05,44.29,42949532.00,5.68
Alcohol,30.07,44.20,42949532.00,5.68
Alcohol,30.09,44.13,42949532.00,5.68
Alcohol,30.12,44.05,42949532.00,5.68
Alcohol,30.14,44.00,42949532.00,5.68
Alcohol,30.17,43.94,42949532.00,5.68
Alcohol,30.19,43.89,42949532.00,5.68
Alcohol,30.21,43.86,42949532.00,5.68
Alcohol,30.22,43.84,42949532.00,5.68
Alcohol,30.24,43.85,42949532.00,5.68
Alcohol,30.26,43.85,42949532.00,5.68
Alcohol,30.28,43.86,42949532.00,5.68
Alcohol,30.30,43.85,42949532.00,5.68
Alcohol,30.31,43.84,42949532.00,5.68
Alcohol,30.33,43.82,42949532.00,5.68
Alcohol,30.34,43.79,42949532.00,5.68
Alcohol,30.36,43.76,42949532.00,5.68
Alcohol,30.39,43.74,42949532.00,5.68
Alcohol,30.43,43.67,42949532.00,5.68
Alcohol,30.45,43.55,42949532.00,5.68
Alcohol,30.48,43.46,42949532.00,5.68
Alcohol,30.50,43.44,42949532.00,5.68
Alcohol,30.53,43.40,42949532.00,5.68
Alcohol,30.55,43.34,42949532.00,5.68
Alcohol,30.57,43.28,42949532.00,5.68
Alcohol,30.59,43.21,42949532.00,5.68
Alcohol,30.61,43.15,42949532.00,5.68
Alcohol,30.62,43.11,42949532.00,5.68
Alcohol,30.64,43.08,42949532.00,5.68
Alcohol,30.65,43.05,42949532.00,5.68
Alcohol,30.67,43.04,42949532.00,5.68
Alcohol,30.68,43.01,42949532.00,5.68
Alcohol,30.70,43.00,42949532.00,5.68
Alcohol,30.72,42.99,42949532.00,5.68
Alcohol,30.73,42.98,42949532.00,5.68
Alcohol,30.75,42.94,42949532.00,5.68
Alcohol,30.76,42.93,42949532.00,5.68
Alcohol,30.78,42.93,42949532.00,5.68
Alcohol,30.79,42.88,42949532.00,5.68
Alcohol,30.81,42.88,42949532.00,5.68
Alcohol,30.82,42.86,42949532.00,5.68
Alcohol,30.84,42.84,42949532.00,5.68
Alcohol,30.85,42.83,42949532.00,5.68
Alcohol,30.86,42.79,42949532.00,5.68
Alcohol,30.88,42.77,42949532.00,5.68
Alcohol,30.89,42.75,42949532.00,5.68
Alcohol,30.91,42.72,42949532.00,5.68
Alcohol,30.92,42.69,42949532.00,5.68
Alcohol,30.93,42.66,42949532.00,5.68
Alcohol,30.95,42.63,42949532.00,5.68
Alcohol,30.96,42.61,42949532.00,5.68
Alcohol,30.98,42.58,42949532.00,5.68
Alcohol,30.99,42.55,42949532.00,5.68
Alcohol,31.01,42.53,42949532.00,5.68
Alcohol,31.02,42.50,42949532.00,5.68
Alcohol,31.04,42.47,42949532.00,5.68
Alcohol,31.05,42.48,42949532.00,5.68
Alcohol,31.07,42.45,42949532.00,5.68
Alcohol,31.09,42.43,42949532.00,5.68
Alcohol,31.10,42.42,42949532.00,5.68
Alcohol,31.12,42.40,42949532.00,5.68
Alcohol,31.13,42.37,42949532.00,5.68
Alcohol,31.14,42.34,42949532.00,5.68
Alcohol,31.16,42.32,42949532.00,5.68
Alcohol,31.17,42.28,42949532.00,5.68
Alcohol,31.18,42.27,42949532.00,5.68
Alcohol,31.19,42.24,42949532.00,5.68
Alcohol,31.20,42.21,42949532.00,5.68
Alcohol,31.22,42.18,42949532.00,5.68
Alcohol,31.23,42.16,42949532.00,5.68
Alcohol,31.24,42.13,42949532.00,5.68
Alcohol,31.25,42.10,42949532.00,5.68
Alcohol,31.26,42.08,42949532.00,5.68
Alcohol,31.28,42.04,42949532.00,5.68
Alcohol,31.29,42.02,42949532.00,5.68
Alcohol,31.30,42.02,42949532.00,5.68
Alcohol,31.31,41.98,42949532.00,5.68
Alcohol,31.32,41.94,42949532.00,5.68
Alcohol,31.33,41.93,42949532.00,5.68
Alcohol,31.34,41.90,42949532.00,5.68
Alcohol,31.35,41.87,42949532.00,5.68
Alcohol,31.36,41.85,42949532.00,5.68
Alcohol,31.37,41.82,42949532.00,5.68
Alcohol,31.38,41.81,42949532.00,5.68
Alcohol,31.40,41.78,42949532.00,5.68
Alcohol,31.41,41.74,42949532.00,5.68
Alcohol,31.42,41.74,42949532.00,5.68
Alcohol,31.43,41.71,42949532.00,5.68
Alcohol,31.44,41.68,42949532.00,5.68
Alcohol,31.45,41.65,42949532.00,5.68
Alcohol,31.46,41.61,42949532.00,5.68
Alcohol,31.46,41.60,42949532.00,5.68
Alcohol,31.48,41.57,42949532.00,5.68
Alcohol,31.49,41.54,42949532.00,5.68
Alcohol,31.50,41.53,42949532.00,5.68
Alcohol,31.51,41.48,42949532.00,5.68
Alcohol,31.52,41.47,42949532.00,5.68
Alcohol,31.53,41.45,42949532.00,5.68
Alcohol,31.54,41.41,42949532.00,5.68
Alcohol,31.56,41.40,42949532.00,5.68
Alcohol,31.57,41.36,42949532.00,5.68
Alcohol,31.58,41.34,42949532.00,5.68
Alcohol,31.59,41.31,42949532.00,5.68
Alcohol,31.60,41.28,42949532.00,5.68
Alcohol,31.61,41.26,42949532.00,5.68
Alcohol,31.61,41.24,42949532.00,5.68
Alcohol,31.62,41.21,42949532.00,5.68
Alcohol,31.63,41.20,42949532.00,5.68
Alcohol,31.64,41.15,42949532.00,5.68
Alcohol,31.65,41.12,42949532.00,5.68
Alcohol,31.66,41.11,42949532.00,5.68
Alcohol,31.67,41.09,42949532.00,5.68
Alcohol,31.68,41.07,42949532.00,5.68
Alcohol,31.69,41.05,42949532.00,5.68
Alcohol,31.70,41.01,42949532.00,5.68
Alcohol,31.71,41.00,42949532.00,5.68
Alcohol,31.72,40.98,42949532.00,5.68
Alcohol,31.73,40.95,42949532.00,5.68
Alcohol,31.74,40.93,42949532.00,5.68
Alcohol,31.75,40.89,42949532.00,5.68
Alcohol,31.76,40.87,42949532.00,5.68
Alcohol,31.76,40.84,42949532.00,5.68
Alcohol,31.77,40.81,42949532.00,5.68
Alcohol,31.79,40.79,42949532.00,5.68
Alcohol,31.80,40.76,42949532.00,5.68
Alcohol,31.81,40.75,42949532.00,5.68
Alcohol,31.82,40.71,42949532.00,5.68
Alcohol,31.83,40.70,42949532.00,5.68
Alcohol,31.84,40.69,42949532.00,5.68
Alcohol,31.85,40.66,42949532.00,5.68
Alcohol,31.86,40.65,42949532.00,5.68
Alcohol,31.87,40.61,42949532.00,5.68
Alcohol,31.88,40.59,42949532.00,5.68
Alcohol,31.89,40.57,42949532.00,5.68
Alcohol,31.90,40.55,42949532.00,5.68
Alcohol,31.91,40.52,42949532.00,5.68
Alcohol,31.92,40.50,42949532.00,5.68
Alcohol,31.93,40.48,42949532.00,5.68
Alcohol,31.94,40.47,42949532.00,5.68
Alcohol,31.94,40.44,42949532.00,5.68
Alcohol,31.95,40.40,42949532.00,5.68
Alcohol,31.96,40.39,42949532.00,5.68
Alcohol,31.97,40.36,42949532.00,5.68
Alcohol,31.98,40.34,42949532.00,5.68
Alcohol,31.99,40.34,42949532.00,5.68
Alcohol,32.00,40.31,42949532.00,5.68
Alcohol,32.01,40.29,42949532.00,5.68
Alcohol,32.01,40.26,42949532.00,5.68
Alcohol,32.02,40.24,42949532.00,5.68
Alcohol,32.03,40.22,42949532.00,5.68
Alcohol,32.04,40.21,42949532.00,5.68
Alcohol,32.05,40.18,42949532.00,5.68
Alcohol,32.06,40.17,42949532.00,5.68
Alcohol,32.07,40.12,42949532.00,5.68
Alcohol,32.08,40.12,42949532.00,5.68
Alcohol,32.08,40.11,42949532.00,5.68
Alcohol,32.09,40.08,42949532.00,5.68
Alcohol,32.10,40.04,42949532.00,5.68
Alcohol,32.11,40.04,42949532.00,5.68
Alcohol,32.11,40.02,42949532.00,5.68
Alcohol,32.12,39.98,42949532.00,5.68
Alcohol,32.13,39.97,42949532.00,5.68
Alcohol,32.14,39.94,42949532.00,5.68
Alcohol,32.15,39.93,42949532.00,5.68
Alcohol,32.16,39.90,42949532.00,5.68
Alcohol,32.17,39.89,42949532.00,5.68
Alcohol,32.18,39.86,42949532.00,5.68
Alcohol,32.19,39.85,42949532.00,5.68
Alcohol,32.20,39.82,42949532.00,5.68
Alcohol,32.21,39.80,42949532.00,5.68
Alcohol,32.22,39.78,42949532.00,5.68
Alcohol,32.23,39.78,42949532.00,5.68
Alcohol,32.24,39.74,42949532.00,5.68
Alcohol,32.24,39.73,42949532.00,5.68
Alcohol,32.25,39.71,42949532.00,5.68
Alcohol,32.26,39.68,42949532.00,5.68
Alcohol,32.27,39.66,42949532.00,5.68
Alcohol,32.27,39.65,42949532.00,5.68
Alcohol,32.28,39.62,42949532.00,5.68
Alcohol,32.29,39.61,42949532.00,5.68
Alcohol,32.30,39.59,42949532.00,5.68
Alcohol,32.31,39.58,42949532.00,5.68
Alcohol,32.32,39.56,42949532.00,5.68
Alcohol,32.32,39.53,42949532.00,5.68
Alcohol,32.33,39.52,42949532.00,5.68
Alcohol,32.34,39.50,42949532.00,5.68
Alcohol,32.35,39.48,42949532.00,5.68
Alcohol,32.36,39.46,42949532.00,5.68
Alcohol,32.37,39.45,42949532.00,5.68
Alcohol,32.38,39.42,42949532.00,5.68
Alcohol,32.38,39.40,42949532.00,5.68
Alcohol,32.39,39.41,42949532.00,5.68
Alcohol,32.40,39.36,42949532.00,5.68
Alcohol,32.40,39.35,42949532.00,5.68
Alcohol,32.41,39.32,42949532.00,5.68
Alcohol,32.42,39.31,42949532.00,5.68
Alcohol,32.42,39.29,42949532.00,5.68
Alcohol,32.43,39.28,42949532.00,5.68
Alcohol,32.44,39.26,42949532.00,5.68
Alcohol,32.44,39.24,42949532.00,5.68
Alcohol,32.45,39.24,42949532.00,5.68
Alcohol,32.46,39.21,42949532.00,5.68
Alcohol,32.46,39.19,42949532.00,5.68
Alcohol,32.47,39.17,42949532.00,5.68
Alcohol,32.48,39.16,42949532.00,5.68
Alcohol,32.48,39.13,42949532.00,5.68
Alcohol,32.49,39.12,42949532.00,5.68
Alcohol,32.50,39.09,42949532.00,5.68
Alcohol,32.51,39.08,42949532.00,5.68
Alcohol,32.51,39.07,42949532.00,5.68
Alcohol,32.52,39.05,42949532.00,5.68
Alcohol,32.52,39.04,42949532.00,5.68
Alcohol,32.53,39.02,42949532.00,5.68
Alcohol,32.53,39.01,42949532.00,5.68
Alcohol,32.54,38.98,42949532.00,5.68
Alcohol,32.54,38.97,42949532.00,5.68
Alcohol,32.55,38.95,42949532.00,5.68
Alcohol,32.56,38.94,42949532.00,5.68
Alcohol,32.56,38.93,42949532.00,5.68
Alcohol,32.57,38.91,42949532.00,5.68
Alcohol,32.57,38.89,42949532.00,5.68
Alcohol,32.57,38.88,42949532.00,5.68
Alcohol,32.58,38.88,42949532.00,5.68
Alcohol,32.59,38.86,42949532.00,5.68
Alcohol,32.59,38.85,42949532.00,5.68
Alcohol,32.59,38.83,42949532.00,5.68
Alcohol,32.60,38.83,42949532.00,5.68
Alcohol,32.61,38.80,42949532.00,5.68
Alcohol,32.61,38.79,42949532.00,5.68
Alcohol,32.61,38.79,42949532.00,5.68
Alcohol,32.62,38.78,42949532.00,5.68
Alcohol,32.62,38.76,42949532.00,5.68
Alcohol,32.63,38.75,42949532.00,5.68
Alcohol,32.63,38.74,42949532.00,5.68
Alcohol,32.64,38.71,42949532.00,5.68
Alcohol,32.64,38.70,42949532.00,5.68
Alcohol,32.65,38.68,42949532.00,5.68
Alcohol,32.66,38.67,42949532.00,5.68
Alcohol,32.66,38.64,42949532.00,5.68
Alcohol,32.67,38.63,42949532.00,5.68
Alcohol,32.67,38.61,42949532.00,5.68
Alcohol,32.68,38.58,42949532.00,5.68
Alcohol,32.69,38.57,42949532.00,5.68
Alcohol,32.69,38.55,42949532.00,5.68
Alcohol,32.70,38.54,42949532.00,5.68
Alcohol,32.71,38.52,42949532.00,5.68
Alcohol,32.71,38.50,42949532.00,5.68
Alcohol,32.72,38.47,42949532.00,5.68
Alcohol,32.72,38.47,42949532.00,5.68
Alcohol,32.73,38.43,42949532.00,5.68
Alcohol,32.73,38.43,42949532.00,5.68
Alcohol,32.74,38.40,42949532.00,5.68
Alcohol,32.74,38.39,42949532.00,5.68
Alcohol,32.75,38.38,42949532.00,5.68
Alcohol,32.75,38.35,42949532.00,5.68
Alcohol,32.76,38.34,42949532.00,5.68
Alcohol,32.77,38.33,42949532.00,5.68
Alcohol,32.77,38.31,42949532.00,5.68
Alcohol,32.78,38.30,42949532.00,5.68
Alcohol,32.78,38.28,42949532.00,5.68
Alcohol,32.79,38.25,42949532.00,5.68
Alcohol,32.79,38.24,42949532.00,5.68
Alcohol,32.80,38.23,42949532.00,5.68
Alcohol,32.81,38.21,42949532.00,5.68
Alcohol,32.81,38.18,42949532.00,5.68
Alcohol,32.82,38.16,42949532.00,5.68
Alcohol,32.83,38.15,42949532.00,5.68
Alcohol,32.83,38.14,42949532.00,5.68
Alcohol,32.84,38.12,42949532.00,5.68
Alcohol,32.84,38.09,42949532.00,5.68
Alcohol,32.85,38.11,42949532.00,5.68
Alcohol,32.86,38.09,42949532.00,5.68
Alcohol,32.87,38.07,42949532.00,5.68
Alcohol,32.87,38.04,42949532.00,5.68
Alcohol,32.88,38.03,42949532.00,5.68
Alcohol,32.89,38.03,42949532.00,5.68
Alcohol,32.89,38.00,42949532.00,5.68
Alcohol,32.90,37.97,42949532.00,5.68
Alcohol,32.91,37.97,42949532.00,5.68
Alcohol,32.91,37.95,42949532.00,5.68
Alcohol,32.92,37.94,42949532.00,5.68
Alcohol,32.92,37.90,42949532.00,5.68
Alcohol,32.93,37.91,42949532.00,5.68
Alcohol,32.94,37.89,42949532.00,5.68
Alcohol,32.94,37.88,42949532.00,5.68
Alcohol,32.95,37.86,42949532.00,5.68
Alcohol,32.95,37.84,42949532.00,5.68
Alcohol,32.96,37.81,42949532.00,5.68
Alcohol,32.96,37.81,42949532.00,5.68
Alcohol,32.97,37.81,42949532.00,5.68
Alcohol,32.97,37.77,42949532.00,5.68
Alcohol,32.98,37.75,42949532.00,5.68
Alcohol,32.98,37.73,42949532.00,5.68
Alcohol,32.98,37.73,42949532.00,5.68
Alcohol,32.99,37.71,42949532.00,5.68
Alcohol,32.99,37.70,42949532.00,5.68
Alcohol,33.00,37.68,42949532.00,5.68
Alcohol,33.00,37.66,42949532.00,5.68
Alcohol,33.00,37.65,42949532.00,5.68
Alcohol,33.01,37.64,42949532.00,5.68
Alcohol,33.01,37.63,42949532.00,5.68
Alcohol,33.01,37.62,42949532.00,5.68
Alcohol,33.02,37.61,42949532.00,5.68
Alcohol,33.03,37.59,42949532.00,5.68
Alcohol,33.03,37.58,42949532.00,5.68
Alcohol,33.04,37.58,42949532.00,5.68
Alcohol,33.04,37.56,42949532.00,5.68
Alcohol,33.04,37.55,42949532.00,5.68
Alcohol,33.05,37.54,42949532.00,5.68
Alcohol,33.05,37.51,42949532.00,5.68
Alcohol,33.06,37.51,42949532.00,5.68
Alcohol,33.06,37.50,42949532.00,5.68
Alcohol,33.06,37.48,42949532.00,5.68
Alcohol,33.07,37.47,42949532.00,5.68
Alcohol,33.07,37.46,42949532.00,5.68
Alcohol,33.07,37.44,42949532.00,5.68
Alcohol,33.08,37.43,42949532.00,5.68
Alcohol,33.08,37.42,42949532.00,5.68
Alcohol,33.09,37.42,42949532.00,5.68
Alcohol,33.09,37.40,42949532.00,5.68
Alcohol,33.10,37.39,42949532.00,5.68
Alcohol,33.10,37.38,42949532.00,5.68
Alcohol,33.11,37.37,42949532.00,5.68
Alcohol,33.11,37.35,42949532.00,5.68
Alcohol,33.11,37.34,42949532.00,5.68
Alcohol,33.11,37.32,42949532.00,5.68
Alcohol,33.12,37.32,42949532.00,5.68
Alcohol,33.12,37.31,42949532.00,5.68
Alcohol,33.13,37.31,42949532.00,5.68
Alcohol,33.13,37.29,42949532.00,5.68
Alcohol,33.13,37.28,42949532.00,5.68
Alcohol,33.14,37.27,42949532.00,5.68
Alcohol,33.14,37.25,42949532.00,5.68
Alcohol,33.14,37.25,42949532.00,5.68
Alcohol,33.14,37.23,42949532.00,5.68
Alcohol,33.15,37.23,42949532.00,5.68
Alcohol,33.15,37.21,42949532.00,5.68
Alcohol,33.16,37.20,42949532.00,5.68
Alcohol,33.16,37.19,42949532.00,5.68
Alcohol,33.17,37.19,42949532.00,5.68
Alcohol,33.17,37.17,42949532.00,5.68
Alcohol,33.18,37.16,42949532.00,5.68
Alcohol,33.18,37.16,42949532.00,5.68
Alcohol,33.18,37.13,42949532.00,5.68
Alcohol,33.19,37.12,42949532.00,5.68
Alcohol,33.19,37.11,42949532.00,5.68
Alcohol,33.19,37.09,42949532.00,5.68
Alcohol,33.20,37.11,42949532.00,5.68
Alcohol,33.20,37.08,42949532.00,5.68
Alcohol,33.20,37.08,42949532.00,5.68
Alcohol,33.21,37.06,42949532.00,5.68
Alcohol,33.21,37.05,42949532.00,5.68
Alcohol,33.21,37.04,42949532.00,5.68
Alcohol,33.22,37.02,42949532.00,5.68
Alcohol,33.22,37.01,42949532.00,5.68
Alcohol,33.22,37.00,42949532.00,5.68
Alcohol,33.22,36.99,42949532.00,5.68
Alcohol,33.23,36.97,42949532.00,5.68
Alcohol,33.23,36.98,42949532.00,5.68
Alcohol,33.23,36.96,42949532.00,5.68
Alcohol,33.23,36.94,42949532.00,5.68
Alcohol,33.24,36.94,42949532.00,5.68
Alcohol,33.24,36.93,42949532.00,5.68
Alcohol,33.25,36.92,42949532.00,5.68
Alcohol,33.25,36.92,42949532.00,5.68
Alcohol,33.26,36.90,42949532.00,5.68
Alcohol,33.26,36.90,42949532.00,5.68
Alcohol,33.26,36.88,42949532.00,5.68
Alcohol,33.26,36.87,42949532.00,5.68
Alcohol,33.27,36.85,42949532.00,5.68
Alcohol,33.27,36.86,42949532.00,5.68
Alcohol,33.28,36.84,42949532.00,5.68
Alcohol,33.28,36.82,42949532.00,5.68
Alcohol,33.28,36.82,42949532.00,5.68
Alcohol,33.29,36.81,42949532.00,5.68
Alcohol,33.29,36.80,42949532.00,5.68
Alcohol,33.29,36.80,42949532.00,5.68
Alcohol,33.30,36.78,42949532.00,5.68
Alcohol,33.30,36.76,42949532.00,5.68
Alcohol,33.30,36.75,42949532.00,5.68
Alcohol,33.30,36.74,42949532.00,5.68
Alcohol,33.30,36.75,42949532.00,5.68
Alcohol,33.31,36.73,42949532.00,5.68
Alcohol,33.31,36.71,42949532.00,5.68
Alcohol,33.32,36.72,42949532.00,5.68
Alcohol,33.32,36.70,42949532.00,5.68
Alcohol,33.32,36.68,42949532.00,5.68
Alcohol,33.32,36.69,42949532.00,5.68
Alcohol,33.33,36.67,42949532.00,5.68
Alcohol,33.33,36.67,42949532.00,5.68
Alcohol,33.33,36.67,42949532.00,5.68
Alcohol,33.33,36.66,42949532.00,5.68
Alcohol,33.33,36.65,42949532.00,5.68
Alcohol,33.34,36.65,42949532.00,5.68
Alcohol,33.34,36.63,42949532.00,5.68
Alcohol,33.34,36.63,42949532.00,5.68
Alcohol,33.34,36.63,42949532.00,5.68
Alcohol,33.35,36.61,42949532.00,5.68
Alcohol,33.35,36.61,42949532.00,5.68
Alcohol,33.35,36.61,42949532.00,5.68
Alcohol,33.35,36.59,42949532.00,5.68
Alcohol,33.36,36.59,42949532.00,5.68
Alcohol,33.36,36.58,42949532.00,5.68
Alcohol,33.37,36.57,42949532.00,5.68
Alcohol,33.37,36.57,42949532.00,5.68
Alcohol,33.37,36.55,42949532.00,5.68
Alcohol,33.38,36.54,42949532.00,5.68
Alcohol,33.38,36.54,42949532.00,5.68
Alcohol,33.38,36.51,42949532.00,5.68
Alcohol,33.39,36.52,42949532.00,5.68
Alcohol,33.39,36.51,42949532.00,5.68
Alcohol,33.39,36.49,42949532.00,5.68
Alcohol,33.39,36.49,42949532.00,5.68
Alcohol,33.39,36.49,42949532.00,5.68
Alcohol,33.40,36.47,42949532.00,5.68
Alcohol,33.40,36.46,42949532.00,5.68
Alcohol,33.41,36.46,42949532.00,5.68
Alcohol,33.41,36.45,42949532.00,5.68
Alcohol,33.42,36.44,42949532.00,5.68
Alcohol,33.42,36.43,42949532.00,5.68
Alcohol,33.42,36.43,42949532.00,5.68
Alcohol,33.42,36.42,42949532.00,5.68
Alcohol,33.43,36.41,42949532.00,5.68
Alcohol,33.43,36.39,42949532.00,5.68
Alcohol,33.43,36.40,42949532.00,5.68
Alcohol,33.43,36.39,42949532.00,5.68
Alcohol,33.43,36.37,42949532.00,5.68
Alcohol,33.43,36.38,42949532.00,5.68
Alcohol,33.43,36.36,42949532.00,5.68
Alcohol,33.43,36.37,42949532.00,5.68
Alcohol,33.44,36.36,42949532.00,5.68
Alcohol,33.44,36.35,42949532.00,5.68
Alcohol,33.44,36.35,42949532.00,5.68
Alcohol,33.44,36.34,42949532.00,5.68
Alcohol,33.44,36.33,42949532.00,5.68
Alcohol,33.45,36.33,42949532.00,5.68
Alcohol,33.45,36.32,42949532.00,5.68
Alcohol,33.45,36.31,42949532.00,5.68
Alcohol,33.46,36.30,42949532.00,5.68
Alcohol,33.46,36.31,42949532.00,5.68
Alcohol,33.46,36.31,42949532.00,5.68
Alcohol,33.46,36.29,42949532.00,5.68
Alcohol,33.46,36.29,42949532.00,5.68
Alcohol,33.46,36.29,42949532.00,5.68
Alcohol,33.46,36.27,42949532.00,5.68
Alcohol,33.47,36.26,42949532.00,5.68
Alcohol,33.47,36.26,42949532.00,5.68
Alcohol,33.47,36.26,42949532.00,5.68
Alcohol,33.47,36.25,42949532.00,5.68
Alcohol,33.47,36.25,42949532.00,5.68
Alcohol,33.48,36.23,42949532.00,5.68
Alcohol,33.48,36.23,42949532.00,5.68
Alcohol,33.48,36.21,42949532.00,5.68
Alcohol,33.49,36.21,42949532.00,5.68
Alcohol,33.49,36.21,42949532.00,5.68
Alcohol,33.49,36.19,42949532.00,5.68
Alcohol,33.49,36.19,42949532.00,5.68
Alcohol,33.49,36.18,42949532.00,5.68
Alcohol,33.50,36.18,42949532.00,5.68
Alcohol,33.50,36.15,42949532.00,5.68
Alcohol,33.50,36.15,42949532.00,5.68
Alcohol,33.51,36.15,42949532.00,5.68
Alcohol,33.51,36.15,42949532.00,5.68
Alcohol,33.51,36.14,42949532.00,5.68
Alcohol,33.51,36.14,42949532.00,5.68
Alcohol,33.52,36.13,42949532.00,5.68
Alcohol,33.52,36.14,42949532.00,5.68
Alcohol,33.52,36.13,42949532.00,5.68
Alcohol,33.53,36.11,42949532.00,5.68
Alcohol,33.53,36.11,42949532.00,5.68
Alcohol,33.53,36.09,42949532.00,5.68
Alcohol,33.53,36.09,42949532.00,5.68
Alcohol,33.54,36.07,42949532.00,5.68
Alcohol,33.54,36.07,42949532.00,5.68
Alcohol,33.54,36.07,42949532.00,5.68
Alcohol,33.55,36.05,42949532.00,5.68
Alcohol,33.55,36.06,42949532.00,5.68
Alcohol,33.55,36.05,42949532.00,5.68
Alcohol,33.55,36.05,42949532.00,5.68
Alcohol,33.55,36.05,42949532.00,5.68
Alcohol,33.56,36.03,42949532.00,5.68
Alcohol,33.56,36.01,42949532.00,5.68
Alcohol,33.56,36.03,42949532.00,5.68
Alcohol,33.56,36.01,42949532.00,5.68
Alcohol,33.56,36.00,42949532.00,5.68
Alcohol,33.56,36.00,42949532.00,5.68
Alcohol,33.56,36.00,42949532.00,5.68
Alcohol,33.57,36.00,42949532.00,5.68
Alcohol,33.57,36.00,42949532.00,5.68
Alcohol,33.57,35.99,42949532.00,5.68
Alcohol,33.57,35.98,42949532.00,5.68
Alcohol,33.57,35.97,42949532.00,5.68
Alcohol,33.57,35.97,42949532.00,5.68
Alcohol,33.57,35.97,42949532.00,5.68
Alcohol,33.57,35.97,42949532.00,5.68
Alcohol,33.57,35.97,42949532.00,5.68
Alcohol,33.58,35.97,42949532.00,5.68
Alcohol,33.58,35.94,42949532.00,5.68
Alcohol,33.58,35.96,42949532.00,5.68
Alcohol,33.58,35.94,42949532.00,5.68
Alcohol,33.59,35.94,42949532.00,5.68
Alcohol,33.59,35.94,42949532.00,5.68
Alcohol,33.59,35.93,42949532.00,5.68
Alcohol,33.59,35.94,42949532.00,5.68
Alcohol,33.59,35.93,42949532.00,5.68
Alcohol,33.59,35.93,42949532.00,5.68
Alcohol,33.59,35.93,42949532.00,5.68
Alcohol,33.59,35.92,42949532.00,5.68
Alcohol,33.60,35.92,42949532.00,5.68
Alcohol,33.60,35.91,42949532.00,5.68
Alcohol,33.60,35.90,42949532.00,5.68
Alcohol,33.60,35.90,42949532.00,5.68
Alcohol,33.60,35.90,42949532.00,5.68
Alcohol,33.60,35.88,42949532.00,5.68
Alcohol,33.60,35.89,42949532.00,5.68
Alcohol,33.60,35.88,42949532.00,5.68
