Label,Temperatura,Humedad,ResistenciaGas
Manzanas,30.64,50.56,115.52
Manzanas,30.64,50.56,114.36
Manzanas,30.64,50.57,115.44
Manzanas,30.65,50.54,114.9
Manzanas,30.65,50.53,114.82
Manzanas,30.66,50.53,115.68
Manzanas,30.66,50.52,115.6
Manzanas,30.67,50.53,114.06
Manzanas,30.67,50.52,113.6
Manzanas,30.67,50.51,113.6
Manzanas,30.68,50.49,114.44
Manzanas,30.68,50.48,115.21
Manzanas,30.69,50.47,115.44
Manzanas,30.69,50.48,114.67
Manzanas,30.69,50.48,114.44
Manzanas,30.7,50.48,113.45
Manzanas,30.7,50.45,115.6
Manzanas,30.71,50.44,115.21
Manzanas,30.71,50.44,113.9
Manzanas,30.72,50.43,115.21
Manzanas,30.72,50.42,114.06
Manzanas,30.72,50.42,115.21
Manzanas,30.73,50.4,113.45
Manzanas,30.74,50.4,115.37
Manzanas,30.74,50.39,113.37
Manzanas,30.74,50.39,113.45
Manzanas,30.75,50.39,114.67
Manzanas,30.75,50.39,115.21
Manzanas,30.76,50.36,113.52
Manzanas,30.76,50.36,114.98
Manzanas,30.76,50.35,113.3
Manzanas,30.77,50.34,114.82
Manzanas,30.77,50.35,116.07
Manzanas,30.77,50.33,116.07
Manzanas,30.78,50.31,113.45
Manzanas,30.78,50.3,115.13
Manzanas,30.79,50.3,114.98
Manzanas,30.79,50.3,113.83
Manzanas,30.79,50.3,114.98
Manzanas,30.8,50.28,114.75
Manzanas,30.8,50.27,114.9
Manzanas,30.8,50.29,113.22
Manzanas,30.81,50.26,113.68
Manzanas,30.81,50.26,114.51
Manzanas,30.82,50.25,115.37
Manzanas,30.82,50.25,114.51
Manzanas,30.82,50.25,113.15
Manzanas,30.83,50.24,114.9
Manzanas,30.83,50.23,114.67
Manzanas,30.84,50.22,115.29
Manzanas,30.84,50.22,113.45
Manzanas,30.84,50.21,114.67
Manzanas,30.84,50.2,114.67
Manzanas,30.85,50.2,114.51
Manzanas,30.85,50.19,113.83
Manzanas,30.86,50.18,112.85
Manzanas,30.86,50.17,113.9
Manzanas,30.87,50.17,114.67
Manzanas,30.87,50.16,114.67
Manzanas,30.87,50.16,114.59
Manzanas,30.88,50.15,114.67
Manzanas,30.88,50.14,113.98
Manzanas,30.88,50.13,113.3
Manzanas,30.89,50.12,114.06
Manzanas,30.89,50.1,114.21
Manzanas,30.9,50.11,114.21
Manzanas,30.9,50.08,112.85
Manzanas,30.9,50.08,114.06
Manzanas,30.91,50.07,114.75
Manzanas,30.91,50.06,114.98
Manzanas,30.91,50.04,114.06
Manzanas,30.92,50.05,114.21
Manzanas,30.92,50.04,114.29
Manzanas,30.93,50.02,114.59
Manzanas,30.93,50.03,114.29
Manzanas,30.93,50.01,114.44
Manzanas,30.93,50.01,114.36
Manzanas,30.94,50.0,113.0
Manzanas,30.94,50.01,114.06
Manzanas,30.95,50.0,113.07
Manzanas,30.95,49.99,114.67
Manzanas,30.95,49.99,114.44
Manzanas,30.96,49.98,112.7
Manzanas,30.96,49.96,114.75
Manzanas,30.96,49.98,113.75
Manzanas,30.97,49.98,114.9
Manzanas,30.97,49.96,113.6
Manzanas,30.98,49.95,114.82
Manzanas,30.98,49.94,113.83
Manzanas,30.98,49.95,113.75
Manzanas,30.99,49.93,114.59
Manzanas,30.99,49.91,114.13
Manzanas,30.99,49.92,114.21
Manzanas,31.0,49.9,113.83
Manzanas,31.0,49.91,113.75
Manzanas,31.0,49.88,114.29
Manzanas,31.01,49.87,113.6
Manzanas,31.01,49.89,112.92
Manzanas,31.01,49.87,113.83
Manzanas,31.02,49.88,114.21
Manzanas,31.02,49.87,113.75
Manzanas,31.03,49.86,113.9
Manzanas,31.03,49.86,114.36
Manzanas,31.03,49.86,113.75
Manzanas,31.04,49.85,112.77
Manzanas,31.04,49.85,114.36
Manzanas,31.04,49.85,113.75
Manzanas,31.05,49.84,114.06
Manzanas,31.05,49.81,113.98
Manzanas,31.05,49.82,114.36
Manzanas,31.06,49.81,114.51
Manzanas,31.06,49.8,113.45
Manzanas,31.06,49.8,114.21
Manzanas,31.07,49.79,114.13
Manzanas,31.07,49.78,114.21
Manzanas,31.08,49.79,114.06
Manzanas,31.08,49.77,113.45
Manzanas,31.08,49.77,113.6
Manzanas,31.09,49.76,113.45
Manzanas,31.09,49.75,113.9
Manzanas,31.09,49.74,113.98
Manzanas,31.1,49.74,114.21
Manzanas,31.1,49.74,112.33
Manzanas,31.1,49.73,114.36
Manzanas,31.11,49.72,114.21
Manzanas,31.11,49.73,113.37
Manzanas,31.11,49.71,113.37
Manzanas,31.12,49.72,114.06
Manzanas,31.12,49.71,113.22
Manzanas,31.12,49.71,114.06
Manzanas,31.13,49.69,114.06
Manzanas,31.13,49.69,113.83
Manzanas,31.13,49.69,114.59
Manzanas,31.13,49.69,113.6
Manzanas,31.14,49.68,112.11
Manzanas,31.14,49.67,113.68
Manzanas,31.14,49.66,113.45
Manzanas,31.15,49.67,113.75
Manzanas,31.15,49.65,113.9
Manzanas,31.15,49.66,113.9
Manzanas,31.15,49.64,113.6
Manzanas,31.16,49.62,113.52
Manzanas,31.16,49.64,113.68
Manzanas,31.16,49.64,113.37
Manzanas,31.17,49.61,113.37
Manzanas,31.17,49.61,114.13
Manzanas,31.17,49.6,113.9
Manzanas,31.17,49.6,113.68
Manzanas,31.18,49.56,113.83
Manzanas,31.18,49.58,113.6
Manzanas,31.18,49.55,113.68
Manzanas,31.18,49.56,113.52
Manzanas,31.19,49.55,113.75
Manzanas,31.19,49.55,113.52
Manzanas,31.19,49.54,113.15
Manzanas,31.2,49.54,113.3
Manzanas,31.2,49.53,113.68
Manzanas,31.2,49.52,114.06
Manzanas,31.21,49.52,113.68
Manzanas,31.21,49.52,113.68
Manzanas,31.21,49.51,114.51
Manzanas,31.21,49.49,113.75
Manzanas,31.22,49.51,113.68
Manzanas,31.22,49.5,113.22
Manzanas,31.22,49.49,113.22
Manzanas,31.23,49.49,113.45
Manzanas,31.23,49.49,113.68
Manzanas,31.23,49.49,113.52
Manzanas,31.24,49.49,113.07
Manzanas,31.24,49.48,113.52
Manzanas,31.24,49.47,113.45
Manzanas,31.24,49.46,114.06
Manzanas,31.25,49.46,113.52
Manzanas,31.25,49.46,113.68
Manzanas,31.25,49.45,114.29
Manzanas,31.25,49.45,113.22
Manzanas,31.25,49.45,113.37
Manzanas,31.26,49.43,113.3
Manzanas,31.26,49.43,113.9
Manzanas,31.26,49.44,112.92
Manzanas,31.26,49.42,113.83
Manzanas,31.27,49.43,113.37
Manzanas,31.27,49.42,113.15
Manzanas,31.27,49.43,112.92
Manzanas,31.27,49.42,113.98
Manzanas,31.28,49.41,113.83
Manzanas,31.28,49.41,113.07
Manzanas,31.28,49.41,112.85
Manzanas,31.28,49.39,113.07
Manzanas,31.29,49.4,113.75
Manzanas,31.29,49.37,113.3
Manzanas,31.29,49.39,114.06
Manzanas,31.29,49.39,113.68
Manzanas,31.3,49.37,113.22
Manzanas,31.3,49.38,113.45
Manzanas,31.3,49.37,113.0
Manzanas,31.3,49.35,113.0
Manzanas,31.31,49.35,113.15
Manzanas,31.31,49.35,113.0
Manzanas,31.31,49.34,113.15
Manzanas,31.31,49.34,113.0
Manzanas,31.32,49.33,113.07
Manzanas,31.32,49.33,113.75
Manzanas,31.32,49.32,113.22
Manzanas,31.32,49.32,113.45
Manzanas,31.32,49.32,113.15
Manzanas,31.33,49.32,113.68
Manzanas,31.33,49.3,113.07
Manzanas,31.33,49.3,113.52
Manzanas,31.33,49.29,113.83
Manzanas,31.34,49.29,113.15
Manzanas,31.34,49.29,113.3
Manzanas,31.34,49.28,113.15
Manzanas,31.34,49.27,113.07
Manzanas,31.35,49.27,113.15
Manzanas,31.35,49.27,112.77
Manzanas,31.35,49.27,113.3
Manzanas,31.35,49.25,112.7
Manzanas,31.36,49.26,113.45
Manzanas,31.36,49.25,113.3
Manzanas,31.36,49.25,113.68
Manzanas,31.36,49.24,113.37
Manzanas,31.36,49.24,114.06
Manzanas,31.37,49.23,113.15
Manzanas,31.37,49.23,113.22
Manzanas,31.37,49.24,112.77
Manzanas,31.37,49.23,113.45
Manzanas,31.38,49.23,113.22
Manzanas,31.38,49.22,113.45
Manzanas,31.38,49.23,112.7
Manzanas,31.38,49.21,112.7
Manzanas,31.38,49.21,113.52
Manzanas,31.39,49.2,113.07
Manzanas,31.39,49.21,113.15
Manzanas,31.39,49.2,113.52
Manzanas,31.39,49.2,113.22
Manzanas,31.39,49.18,113.22
Manzanas,31.39,49.19,113.15
Manzanas,31.4,49.17,113.3
Manzanas,31.4,49.17,113.37
Manzanas,31.4,49.17,112.77
Manzanas,31.4,49.15,113.37
Manzanas,31.41,49.15,112.33
Manzanas,31.41,49.16,113.3
Manzanas,31.41,49.14,113.07
Manzanas,31.41,49.14,112.33
Manzanas,31.42,49.14,113.3
Manzanas,31.42,49.13,113.52
Manzanas,31.42,49.15,113.15
Manzanas,31.42,49.14,113.15
Manzanas,31.42,49.14,113.45
Manzanas,31.42,49.14,112.85
Manzanas,31.42,49.13,112.55
Manzanas,31.43,49.13,112.85
Manzanas,31.43,49.14,113.15
Manzanas,31.43,49.13,112.85
Manzanas,31.43,49.13,112.92
Manzanas,31.43,49.14,113.0
Manzanas,31.43,49.15,112.48
Manzanas,31.44,49.13,112.4
Manzanas,31.44,49.13,112.63
Manzanas,31.44,49.13,113.15
Manzanas,31.44,49.12,113.45
Manzanas,31.44,49.12,112.92
Manzanas,31.45,49.11,112.85
Manzanas,31.45,49.12,113.07
Manzanas,31.45,49.1,113.07
Manzanas,31.45,49.1,112.92
Manzanas,31.45,49.08,113.07
Manzanas,31.45,49.08,113.07
Manzanas,31.46,49.1,113.0
Manzanas,31.46,49.08,112.63
Manzanas,31.46,49.09,112.7
Manzanas,31.46,49.06,112.77
Manzanas,31.46,49.08,113.37
Manzanas,31.47,49.08,113.15
Manzanas,31.47,49.07,112.18
Manzanas,31.47,49.06,113.37
Manzanas,31.47,49.06,112.63
Manzanas,31.47,49.06,112.85
Manzanas,31.47,49.06,113.0
Manzanas,31.48,49.06,113.15
Manzanas,31.48,49.05,112.77
Manzanas,31.48,49.06,113.0
Manzanas,31.48,49.04,112.85
Manzanas,31.48,49.05,112.92
Manzanas,31.49,49.04,113.45
Manzanas,31.49,49.04,113.15
Manzanas,31.49,49.03,113.22
Manzanas,31.49,49.03,113.3
Manzanas,31.49,49.03,112.63
Manzanas,31.5,49.04,112.33
Manzanas,31.5,49.03,113.37
Manzanas,31.5,49.03,113.07
Manzanas,31.5,49.03,112.77
Manzanas,31.5,49.02,113.15
Manzanas,31.51,49.02,112.85
Manzanas,31.51,49.02,113.3
Manzanas,31.51,49.02,112.85
Manzanas,31.51,49.02,112.4
Manzanas,31.51,49.01,113.07
Manzanas,31.51,49.01,112.7
Manzanas,31.51,49.0,112.7
Manzanas,31.52,48.99,112.85
Manzanas,31.52,48.99,112.92
Manzanas,31.52,48.99,112.55
Manzanas,31.52,48.99,112.77
Manzanas,31.53,48.99,112.48
Manzanas,31.53,48.99,113.0
Manzanas,31.53,48.97,112.55
Manzanas,31.53,48.97,113.07
Manzanas,31.53,48.97,112.92
Manzanas,31.53,48.97,112.92
Manzanas,31.53,48.97,112.63
Manzanas,31.54,48.95,112.55
Manzanas,31.54,48.95,112.63
Manzanas,31.54,48.94,112.63
Manzanas,31.54,48.96,112.55
Manzanas,31.54,48.93,112.85
Manzanas,31.54,48.93,113.07
Manzanas,31.54,48.94,113.0
Manzanas,31.54,48.94,112.18
Manzanas,31.54,48.94,112.7
Manzanas,31.54,48.93,112.85
Manzanas,31.55,48.93,113.0
Manzanas,31.55,48.93,112.7
Manzanas,31.55,48.93,112.77
Manzanas,31.55,48.93,113.07
Manzanas,31.55,48.92,113.0
Manzanas,31.55,48.91,113.3
Manzanas,31.56,48.91,113.0
Manzanas,31.56,48.91,112.77
Manzanas,31.56,48.91,112.48
Manzanas,31.56,48.9,113.3
Manzanas,31.56,48.91,112.7
Manzanas,31.56,48.9,113.07
Manzanas,31.56,48.9,113.0
Manzanas,31.57,48.91,113.07
Manzanas,31.57,48.9,113.0
Manzanas,31.57,48.9,113.0
Manzanas,31.57,48.89,112.55
Manzanas,31.57,48.89,112.11
Manzanas,31.58,48.9,112.85
Manzanas,31.58,48.87,112.55
Manzanas,31.58,48.89,112.4
Manzanas,31.58,48.88,112.77
Manzanas,31.58,48.88,113.37
Manzanas,31.58,48.87,112.63
Manzanas,31.58,48.88,113.07
Manzanas,31.58,48.86,112.4
Manzanas,31.58,48.88,112.85
Manzanas,31.59,48.87,112.55
Manzanas,31.59,48.88,112.7
Manzanas,31.59,48.88,112.85
Manzanas,31.59,48.89,112.55
Manzanas,31.59,48.87,112.77
Manzanas,31.59,48.89,113.0
Manzanas,31.59,48.88,112.7
Manzanas,31.6,48.87,113.0
Manzanas,31.6,48.88,112.26
Manzanas,31.6,48.88,112.26
Manzanas,31.6,48.89,112.18
Manzanas,31.6,48.88,111.89
Manzanas,31.6,48.89,112.55
Manzanas,31.6,48.89,112.18
Manzanas,31.61,48.88,113.07
Manzanas,31.61,48.88,113.15
Manzanas,31.61,48.87,112.4
Manzanas,31.61,48.86,112.92
Manzanas,31.61,48.85,112.48
Manzanas,31.61,48.85,112.33
Manzanas,31.61,48.84,112.55
Manzanas,31.61,48.83,112.77
Manzanas,31.61,48.84,112.33
Manzanas,31.62,48.83,112.7
Manzanas,31.62,48.81,112.92
Manzanas,31.62,48.83,112.77
Manzanas,31.62,48.83,112.63
Manzanas,31.62,48.81,112.63
Manzanas,31.62,48.81,112.7
Manzanas,31.62,48.8,112.77
Manzanas,31.63,48.81,112.77
Manzanas,31.63,48.81,112.48
Manzanas,31.63,48.81,112.63
Manzanas,31.63,48.82,112.33
Manzanas,31.63,48.81,111.59
Manzanas,31.63,48.79,112.7
Manzanas,31.63,48.82,111.96
Manzanas,31.63,48.79,112.7
Manzanas,31.63,48.8,112.77
Manzanas,31.63,48.78,113.0
Manzanas,31.63,48.79,112.77
Manzanas,31.64,48.79,113.6
Manzanas,31.64,48.79,112.63
Manzanas,31.64,48.77,112.63
Manzanas,31.64,48.77,112.77
Manzanas,31.64,48.77,112.85
Manzanas,31.64,48.78,113.15
Manzanas,31.64,48.76,112.7
Manzanas,31.64,48.77,112.92
Manzanas,31.64,48.77,112.7
Manzanas,31.65,48.77,112.33
Manzanas,31.65,48.78,112.18
Manzanas,31.65,48.78,112.33
Manzanas,31.65,48.79,113.0
Manzanas,31.65,48.78,112.48
Manzanas,31.65,48.79,112.7
Manzanas,31.65,48.8,112.26
Manzanas,31.65,48.79,112.63
Manzanas,31.65,48.79,112.63
Manzanas,31.66,48.79,112.04
Manzanas,31.66,48.81,112.7
Manzanas,31.66,48.79,112.11
Manzanas,31.66,48.79,112.48
Manzanas,31.66,48.78,112.11
Manzanas,31.66,48.79,112.77
Manzanas,31.66,48.78,112.48
Manzanas,31.66,48.77,112.4
Manzanas,31.66,48.78,112.33
Manzanas,31.66,48.77,112.26
Manzanas,31.67,48.76,112.26
Manzanas,31.67,48.76,112.77
Manzanas,31.67,48.75,112.48
Manzanas,31.67,48.75,113.0
Manzanas,31.67,48.76,112.4
Manzanas,31.67,48.75,112.4
Manzanas,31.67,48.76,112.18
Manzanas,31.67,48.76,112.26
Manzanas,31.67,48.75,112.26
Manzanas,31.67,48.75,112.48
Manzanas,31.68,48.74,112.4
Manzanas,31.68,48.76,112.26
Manzanas,31.68,48.74,111.96
Manzanas,31.68,48.73,112.4
Manzanas,31.68,48.73,112.18
Manzanas,31.68,48.73,112.48
Manzanas,31.68,48.73,112.4
Manzanas,31.68,48.72,112.26
Manzanas,31.69,48.72,112.48
Manzanas,31.69,48.73,112.18
Manzanas,31.69,48.73,112.7
Manzanas,31.69,48.71,113.0
Manzanas,31.69,48.71,112.48
Manzanas,31.69,48.71,112.04
Manzanas,31.69,48.7,112.55
Manzanas,31.69,48.71,112.55
Manzanas,31.69,48.7,112.55
Manzanas,31.69,48.7,112.33
Manzanas,31.7,48.71,112.4
Manzanas,31.7,48.71,112.26
Manzanas,31.7,48.7,112.4
Manzanas,31.7,48.72,112.18
Manzanas,31.7,48.72,112.33
Manzanas,31.7,48.71,111.74
Manzanas,31.7,48.72,112.4
Manzanas,31.7,48.72,112.11
Manzanas,31.7,48.72,112.04
Manzanas,31.7,48.72,111.96
Manzanas,31.71,48.72,111.45
Manzanas,31.71,48.73,112.33
Manzanas,31.71,48.73,112.7
Manzanas,31.71,48.72,111.89
Manzanas,31.71,48.71,112.26
Manzanas,31.71,48.71,111.96
Manzanas,31.71,48.72,112.26
Manzanas,31.71,48.71,112.55
Manzanas,31.71,48.7,111.67
Manzanas,31.71,48.71,112.04
Manzanas,31.72,48.71,112.11
Manzanas,31.72,48.69,111.67
Manzanas,31.72,48.69,112.4
Manzanas,31.72,48.7,112.26
Manzanas,31.72,48.7,112.26
Manzanas,31.72,48.69,112.33
Manzanas,31.72,48.68,112.18
Manzanas,31.73,48.7,112.26
Manzanas,31.73,48.68,112.26
Manzanas,31.73,48.68,111.96
Manzanas,31.73,48.7,111.96
Manzanas,31.73,48.69,111.52
Manzanas,31.73,48.69,112.33
Manzanas,31.73,48.68,111.81
Manzanas,31.73,48.68,111.81
Manzanas,31.73,48.69,112.48
Manzanas,31.73,48.68,112.11
Manzanas,31.73,48.68,112.18
Manzanas,31.73,48.68,111.96
Manzanas,31.73,48.66,112.4
Manzanas,31.73,48.65,112.33
Manzanas,31.73,48.67,112.85
Manzanas,31.73,48.65,112.4
Manzanas,31.73,48.66,111.81
Manzanas,31.73,48.66,112.77
Manzanas,31.73,48.64,112.48
Manzanas,31.73,48.66,112.11
Manzanas,31.73,48.65,112.33
Manzanas,31.74,48.66,112.4
Manzanas,31.74,48.65,111.89
Manzanas,31.74,48.67,112.11
Manzanas,31.74,48.65,112.04
Manzanas,31.74,48.65,112.18
Manzanas,31.74,48.67,112.33
Manzanas,31.74,48.65,112.18
Manzanas,31.74,48.66,112.11
Manzanas,31.74,48.65,112.18
Manzanas,31.75,48.66,112.7
Manzanas,31.75,48.66,111.96
Manzanas,31.75,48.66,111.59
Manzanas,31.75,48.67,112.33
Manzanas,31.75,48.68,111.81
Manzanas,31.75,48.67,111.74
Manzanas,31.75,48.67,112.18
Manzanas,31.75,48.67,111.96
Manzanas,31.75,48.66,112.33
Manzanas,31.75,48.66,112.04
Manzanas,31.75,48.67,111.67
Manzanas,31.76,48.65,112.04
Manzanas,31.75,48.65,111.89
Manzanas,31.76,48.64,112.18
Manzanas,31.76,48.63,112.4
Manzanas,31.76,48.64,112.26
Manzanas,31.76,48.62,112.63
Manzanas,31.76,48.64,112.11
Manzanas,31.76,48.62,112.18
Manzanas,31.76,48.61,111.67
Manzanas,31.76,48.6,112.11
Manzanas,31.76,48.6,112.63
Manzanas,31.76,48.62,112.33
Manzanas,31.76,48.61,112.11
Manzanas,31.77,48.6,112.33
Manzanas,31.77,48.61,112.33
Manzanas,31.77,48.61,111.81
Manzanas,31.77,48.59,112.4
Manzanas,31.77,48.59,111.74
Manzanas,31.77,48.6,111.74
Manzanas,31.77,48.61,112.11
Manzanas,31.77,48.6,111.89
Manzanas,31.77,48.61,112.04
Manzanas,31.77,48.6,112.11
Manzanas,31.77,48.58,112.33
Manzanas,31.77,48.58,112.18
Manzanas,31.77,48.59,112.11
Manzanas,31.77,48.61,112.11
Manzanas,31.77,48.6,112.11
Manzanas,31.78,48.61,111.81
Manzanas,31.78,48.61,111.96
Manzanas,31.78,48.63,111.96
Manzanas,31.78,48.64,111.67
Manzanas,31.78,48.63,111.89
Manzanas,31.78,48.65,112.26
Manzanas,31.78,48.65,112.48
Manzanas,31.78,48.66,112.11
Manzanas,31.78,48.65,111.74
Manzanas,31.78,48.65,111.81
Manzanas,31.78,48.64,112.33
Manzanas,31.79,48.65,112.11
Manzanas,31.79,48.64,111.67
Manzanas,31.78,48.63,112.18
Manzanas,31.78,48.65,111.81
Manzanas,31.79,48.63,111.89
Manzanas,31.79,48.64,111.67
Manzanas,31.79,48.63,111.96
Manzanas,31.79,48.62,111.89
Manzanas,31.79,48.61,112.11
Manzanas,31.79,48.62,111.59
Manzanas,31.79,48.62,111.89
Manzanas,31.79,48.6,112.18
Manzanas,31.79,48.62,111.67
Manzanas,31.79,48.6,112.48
Manzanas,31.79,48.62,111.74
Manzanas,31.8,48.62,111.81
Manzanas,31.8,48.61,111.67
Manzanas,31.8,48.61,111.3
Manzanas,31.8,48.6,112.26
Manzanas,31.8,48.6,111.45
Manzanas,31.8,48.59,112.04
Manzanas,31.8,48.6,112.26
Manzanas,31.8,48.6,112.18
Manzanas,31.8,48.58,112.7
Manzanas,31.8,48.58,112.11
Manzanas,31.8,48.58,111.52
Manzanas,31.8,48.57,112.04
Manzanas,31.8,48.58,111.81
Manzanas,31.8,48.57,111.45
Manzanas,31.8,48.56,113.0
Manzanas,31.8,48.58,111.59
Manzanas,31.81,48.57,111.59
Manzanas,31.81,48.57,112.04
Manzanas,31.81,48.57,111.52
Manzanas,31.81,48.54,111.74
Manzanas,31.81,48.57,112.04
Manzanas,31.81,48.57,112.48
Manzanas,31.81,48.58,111.38
Manzanas,31.81,48.57,111.23
Manzanas,31.81,48.56,111.96
Manzanas,31.81,48.58,111.96
Manzanas,31.81,48.57,112.26
Manzanas,31.81,48.57,112.48
Manzanas,31.81,48.57,112.11
Manzanas,31.81,48.58,112.33
Manzanas,31.81,48.55,111.52
Manzanas,31.81,48.56,112.04
Manzanas,31.82,48.56,111.59
Manzanas,31.82,48.55,111.89
Manzanas,31.82,48.55,111.38
Manzanas,31.81,48.56,111.59
Manzanas,31.81,48.55,111.67
Manzanas,31.81,48.54,112.33
Manzanas,31.82,48.56,112.85
Manzanas,31.82,48.56,112.33
Manzanas,31.82,48.57,111.59
