Label,Temperatura,Humedad,ResistenciaGas
Aire neutral,29.81,41.64,161.87
Aire neutral,29.81,41.65,161.72
Aire neutral,29.82,41.67,161.72
Aire neutral,29.81,41.67,162.18
Aire neutral,29.79,41.68,161.87
Aire neutral,29.77,41.69,161.87
Aire neutral,29.76,41.72,162.02
Aire neutral,29.75,41.73,161.11
Aire neutral,29.75,41.74,162.02
Aire neutral,29.73,41.76,161.72
Aire neutral,29.72,41.78,161.57
Aire neutral,29.71,41.8,161.87
Aire neutral,29.7,41.82,162.49
Aire neutral,29.69,41.85,161.87
Aire neutral,29.7,41.87,161.57
Aire neutral,29.71,41.88,161.57
Aire neutral,29.72,41.89,162.18
Aire neutral,29.73,41.9,161.87
Aire neutral,29.74,41.88,162.33
Aire neutral,29.75,41.87,161.41
Aire neutral,29.77,41.86,161.72
Aire neutral,29.78,41.86,161.87
Aire neutral,29.8,41.84,162.18
Aire neutral,29.81,41.82,160.96
Aire neutral,29.83,41.8,161.57
Aire neutral,29.85,41.78,160.65
Aire neutral,29.87,41.75,161.11
Aire neutral,29.89,41.71,160.65
Aire neutral,29.91,41.67,161.26
Aire neutral,29.93,41.64,161.11
Aire neutral,29.94,41.61,161.11
Aire neutral,29.95,41.57,161.57
Aire neutral,29.96,41.54,163.27
Aire neutral,29.97,41.53,160.65
Aire neutral,29.98,41.5,160.96
Aire neutral,29.99,41.48,160.96
Aire neutral,30.0,41.47,162.8
Aire neutral,30.01,41.43,161.11
Aire neutral,30.02,41.42,160.35
Aire neutral,30.03,41.4,160.65
Aire neutral,30.04,41.35,160.96
Aire neutral,30.06,41.32,161.87
Aire neutral,30.07,41.3,160.8
Aire neutral,30.08,41.28,160.05
Aire neutral,30.09,41.26,160.35
Aire neutral,30.1,41.25,160.96
Aire neutral,30.11,41.23,159.75
Aire neutral,30.12,41.22,160.35
Aire neutral,30.13,41.19,161.41
Aire neutral,30.14,41.18,159.9
Aire neutral,30.15,41.16,160.5
Aire neutral,30.16,41.14,163.27
Aire neutral,30.17,41.12,162.33
Aire neutral,30.17,41.09,160.2
Aire neutral,30.18,41.07,159.9
Aire neutral,30.19,41.06,161.72
Aire neutral,30.2,41.04,161.57
Aire neutral,30.22,41.02,159.45
Aire neutral,30.23,41.0,161.26
Aire neutral,30.23,40.98,159.75
Aire neutral,30.23,40.96,159.15
Aire neutral,30.24,40.93,161.41
Aire neutral,30.25,40.93,160.5
Aire neutral,30.25,40.9,159.6
Aire neutral,30.25,40.91,159.15
Aire neutral,30.25,40.89,159.01
Aire neutral,30.26,40.88,160.35
Aire neutral,30.26,40.88,160.05
Aire neutral,30.26,40.86,159.15
Aire neutral,30.25,40.85,159.01
Aire neutral,30.23,40.85,159.3
Aire neutral,30.22,40.86,160.2
Aire neutral,30.22,40.87,161.57
Aire neutral,30.21,40.87,160.8
Aire neutral,30.2,40.86,159.6
Aire neutral,30.2,40.87,159.75
Aire neutral,30.19,40.86,159.6
Aire neutral,30.19,40.87,159.45
Aire neutral,30.18,40.86,159.6
Aire neutral,30.17,40.88,159.6
Aire neutral,30.17,40.89,159.9
Aire neutral,30.17,40.89,161.72
Aire neutral,30.16,40.91,161.72
Aire neutral,30.16,40.91,160.8
Aire neutral,30.15,40.92,161.72
Aire neutral,30.15,40.94,159.9
Aire neutral,30.15,40.93,159.9
Aire neutral,30.15,40.95,159.9
Aire neutral,30.15,40.96,160.05
Aire neutral,30.14,40.95,160.65
Aire neutral,30.14,40.96,161.11
Aire neutral,30.14,40.97,162.18
Aire neutral,30.14,40.96,160.05
Aire neutral,30.14,40.98,160.2
Aire neutral,30.13,40.97,159.9
Aire neutral,30.13,40.98,160.2
Aire neutral,30.12,40.99,160.2
Aire neutral,30.12,41.0,160.05
Aire neutral,30.13,41.0,161.87
Aire neutral,30.13,41.02,159.9
Aire neutral,30.14,41.01,162.18
Aire neutral,30.14,41.01,161.57
Aire neutral,30.13,41.0,160.05
Aire neutral,30.13,40.99,160.35
Aire neutral,30.12,40.98,160.35
Aire neutral,30.11,40.98,160.96
Aire neutral,30.09,40.99,160.35
Aire neutral,30.08,41.03,162.49
Aire neutral,30.06,41.04,160.65
Aire neutral,30.05,41.07,161.11
Aire neutral,30.03,41.08,161.26
Aire neutral,30.02,41.09,161.26
Aire neutral,30.01,41.1,160.8
Aire neutral,29.99,41.12,161.26
Aire neutral,29.99,41.15,161.26
Aire neutral,29.98,41.14,164.52
Aire neutral,29.97,41.15,161.11
Aire neutral,29.96,41.14,161.57
Aire neutral,29.96,41.16,161.26
Aire neutral,29.96,41.17,161.26
Aire neutral,29.95,41.18,161.57
Aire neutral,29.95,41.2,161.41
Aire neutral,29.95,41.23,162.64
Aire neutral,29.96,41.27,160.8
Aire neutral,29.96,41.28,161.87
Aire neutral,29.97,41.3,161.57
Aire neutral,29.98,41.3,161.11
Aire neutral,29.98,41.32,163.42
Aire neutral,29.98,41.33,161.26
Aire neutral,29.98,41.35,161.41
Aire neutral,29.98,41.36,161.11
Aire neutral,29.97,41.37,162.49
Aire neutral,29.97,41.4,161.41
Aire neutral,29.96,41.44,160.96
Aire neutral,29.95,41.46,161.72
Aire neutral,29.94,41.48,161.41
Aire neutral,29.93,41.47,161.72
Aire neutral,29.91,41.5,160.96
Aire neutral,29.9,41.52,160.96
Aire neutral,29.88,41.52,161.11
Aire neutral,29.87,41.55,161.87
Aire neutral,29.85,41.56,160.65
Aire neutral,29.84,41.58,161.26
Aire neutral,29.83,41.61,162.02
Aire neutral,29.81,41.64,161.41
Aire neutral,29.8,41.67,161.87
Aire neutral,29.79,41.71,160.65
Aire neutral,29.78,41.74,161.57
Aire neutral,29.77,41.78,160.65
Aire neutral,29.76,41.83,160.96
Aire neutral,29.76,41.86,161.11
Aire neutral,29.76,41.88,161.41
Aire neutral,29.76,41.9,161.11
Aire neutral,29.76,41.91,161.72
Aire neutral,29.76,41.92,161.11
Aire neutral,29.76,41.94,161.26
Aire neutral,29.77,41.92,161.11
Aire neutral,29.76,41.95,160.8
Aire neutral,29.76,41.99,161.41
Aire neutral,29.76,42.01,161.26
Aire neutral,29.76,42.03,160.8
Aire neutral,29.76,42.03,160.96
Aire neutral,29.76,42.05,161.11
Aire neutral,29.77,42.05,160.8
Aire neutral,29.77,42.06,161.11
Aire neutral,29.76,42.06,161.11
Aire neutral,29.75,42.05,161.26
Aire neutral,29.74,42.04,160.96
Aire neutral,29.73,42.06,161.11
Aire neutral,29.72,42.08,161.72
Aire neutral,29.71,42.08,161.41
Aire neutral,29.69,42.1,161.11
Aire neutral,29.69,42.14,160.8
Aire neutral,29.68,42.16,161.72
Aire neutral,29.67,42.15,161.11
Aire neutral,29.66,42.14,162.33
Aire neutral,29.65,42.14,161.87
Aire neutral,29.63,42.18,161.87
Aire neutral,29.62,42.22,161.87
Aire neutral,29.61,42.28,162.33
Aire neutral,29.59,42.32,161.57
Aire neutral,29.57,42.36,161.26
Aire neutral,29.56,42.42,161.41
Aire neutral,29.55,42.46,161.26
Aire neutral,29.54,42.49,161.57
Aire neutral,29.52,42.54,161.41
Aire neutral,29.51,42.58,162.02
Aire neutral,29.5,42.64,161.11
Aire neutral,29.49,42.67,161.26
Aire neutral,29.48,42.71,161.11
Aire neutral,29.47,42.74,161.11
Aire neutral,29.46,42.78,161.11
Aire neutral,29.45,42.8,161.72
Aire neutral,29.44,42.85,161.57
Aire neutral,29.43,42.88,161.87
Aire neutral,29.42,42.92,161.41
Aire neutral,29.42,42.96,161.26
Aire neutral,29.41,43.01,160.8
Aire neutral,29.41,43.03,160.8
Aire neutral,29.41,43.06,161.26
Aire neutral,29.41,43.08,161.26
Aire neutral,29.41,43.11,161.41
Aire neutral,29.4,43.13,161.11
Aire neutral,29.4,43.13,161.41
Aire neutral,29.4,43.16,161.26
Aire neutral,29.4,43.18,161.41
Aire neutral,29.39,43.18,161.72
Aire neutral,29.39,43.18,160.65
Aire neutral,29.39,43.18,160.96
Aire neutral,29.38,43.19,161.26
Aire neutral,29.38,43.21,161.11
Aire neutral,29.37,43.22,161.26
Aire neutral,29.37,43.23,161.41
Aire neutral,29.36,43.26,160.8
Aire neutral,29.36,43.26,161.57
Aire neutral,29.35,43.28,160.96
Aire neutral,29.35,43.31,161.11
Aire neutral,29.35,43.32,161.57
Aire neutral,29.34,43.34,161.26
Aire neutral,29.33,43.34,162.02
Aire neutral,29.33,43.37,161.41
Aire neutral,29.32,43.39,161.11
Aire neutral,29.32,43.39,160.8
Aire neutral,29.31,43.42,162.49
Aire neutral,29.31,43.42,161.87
Aire neutral,29.31,43.44,161.41
Aire neutral,29.31,43.44,161.87
Aire neutral,29.31,43.47,160.96
Aire neutral,29.31,43.47,161.26
Aire neutral,29.32,43.46,162.02
Aire neutral,29.32,43.47,162.02
Aire neutral,29.33,43.49,161.87
Aire neutral,29.34,43.47,161.41
Aire neutral,29.35,43.46,161.57
Aire neutral,29.35,43.47,161.57
Aire neutral,29.36,43.45,162.18
Aire neutral,29.38,43.44,161.87
Aire neutral,29.39,43.41,162.18
Aire neutral,29.4,43.38,161.57
Aire neutral,29.42,43.36,161.57
Aire neutral,29.42,43.34,161.57
Aire neutral,29.43,43.31,161.72
Aire neutral,29.43,43.29,162.02
Aire neutral,29.43,43.3,162.02
Aire neutral,29.43,43.29,162.18
Aire neutral,29.43,43.3,162.02
Aire neutral,29.42,43.29,162.33
Aire neutral,29.41,43.29,162.33
Aire neutral,29.41,43.29,162.49
Aire neutral,29.4,43.29,162.64
Aire neutral,29.39,43.28,162.18
Aire neutral,29.39,43.3,162.18
Aire neutral,29.39,43.3,162.02
Aire neutral,29.4,43.3,161.87
Aire neutral,29.4,43.31,161.87
Aire neutral,29.4,43.32,162.18
Aire neutral,29.41,43.32,161.57
Aire neutral,29.42,43.31,161.26
Aire neutral,29.43,43.31,162.18
Aire neutral,29.44,43.29,162.02
Aire neutral,29.46,43.28,161.72
Aire neutral,29.47,43.26,162.49
Aire neutral,29.47,43.23,162.02
Aire neutral,29.46,43.2,162.8
Aire neutral,29.46,43.16,162.02
Aire neutral,29.46,43.11,162.95
Aire neutral,29.45,43.11,162.8
Aire neutral,29.45,43.1,162.49
Aire neutral,29.44,43.09,162.49
Aire neutral,29.43,43.12,162.8
Aire neutral,29.42,43.15,162.64
Aire neutral,29.42,43.18,163.27
Aire neutral,29.41,43.19,163.27
Aire neutral,29.4,43.22,162.8
Aire neutral,29.39,43.21,162.8
Aire neutral,29.39,43.17,163.42
Aire neutral,29.38,43.13,162.8
Aire neutral,29.38,43.12,162.8
Aire neutral,29.38,43.11,162.33
Aire neutral,29.38,43.14,162.49
Aire neutral,29.38,43.18,163.11
Aire neutral,29.38,43.21,162.18
Aire neutral,29.39,43.25,163.11
Aire neutral,29.39,43.29,162.95
Aire neutral,29.38,43.32,162.02
Aire neutral,29.38,43.36,163.42
Aire neutral,29.38,43.36,162.8
Aire neutral,29.38,43.36,163.11
Aire neutral,29.37,43.37,162.95
Aire neutral,29.36,43.37,162.33
Aire neutral,29.35,43.38,163.11
Aire neutral,29.35,43.41,162.64
Aire neutral,29.34,43.43,162.95
Aire neutral,29.33,43.46,162.95
Aire neutral,29.33,43.48,162.95
Aire neutral,29.33,43.5,163.11
Aire neutral,29.32,43.47,162.49
Aire neutral,29.31,43.41,163.11
Aire neutral,29.3,43.38,163.27
Aire neutral,29.28,43.39,163.11
Aire neutral,29.27,43.42,162.8
Aire neutral,29.26,43.44,163.74
Aire neutral,29.26,43.47,163.27
Aire neutral,29.25,43.48,163.27
Aire neutral,29.24,43.45,163.58
Aire neutral,29.24,43.43,163.42
Aire neutral,29.23,43.44,164.52
Aire neutral,29.23,43.49,163.11
Aire neutral,29.22,43.51,163.42
Aire neutral,29.22,43.55,163.27
Aire neutral,29.21,43.56,163.11
Aire neutral,29.21,43.58,163.42
Aire neutral,29.21,43.61,163.11
Aire neutral,29.21,43.63,162.95
Aire neutral,29.21,43.66,163.58
Aire neutral,29.21,43.68,163.27
Aire neutral,29.22,43.7,163.42
Aire neutral,29.22,43.71,163.74
Aire neutral,29.23,43.73,162.64
Aire neutral,29.24,43.71,162.95
Aire neutral,29.25,43.72,163.58
Aire neutral,29.26,43.72,163.11
Aire neutral,29.26,43.71,162.33
Aire neutral,29.27,43.71,162.64
Aire neutral,29.28,43.71,163.42
Aire neutral,29.29,43.7,163.11
Aire neutral,29.3,43.68,163.11
Aire neutral,29.31,43.68,162.49
Aire neutral,29.32,43.67,163.11
Aire neutral,29.33,43.63,163.11
Aire neutral,29.34,43.63,162.33
Aire neutral,29.36,43.61,162.49
Aire neutral,29.38,43.58,162.64
Aire neutral,29.39,43.58,162.8
Aire neutral,29.41,43.54,162.49
Aire neutral,29.43,43.5,162.49
Aire neutral,29.43,43.47,162.8
Aire neutral,29.44,43.46,162.49
Aire neutral,29.45,43.42,162.8
Aire neutral,29.47,43.37,162.18
Aire neutral,29.48,43.3,162.18
Aire neutral,29.5,43.25,162.49
Aire neutral,29.53,43.22,162.49
Aire neutral,29.56,43.18,162.02
Aire neutral,29.59,43.15,161.72
Aire neutral,29.61,43.12,162.02
Aire neutral,29.63,43.05,161.87
Aire neutral,29.64,43.01,161.72
Aire neutral,29.65,42.97,161.57
Aire neutral,29.67,42.91,161.57
Aire neutral,29.69,42.87,161.41
Aire neutral,29.7,42.82,161.87
Aire neutral,29.71,42.78,162.18
Aire neutral,29.71,42.75,162.02
Aire neutral,29.73,42.74,162.02
Aire neutral,29.75,42.73,162.18
Aire neutral,29.77,42.71,161.72
Aire neutral,29.77,42.71,161.87
Aire neutral,29.77,42.69,161.57
Aire neutral,29.77,42.69,162.02
Aire neutral,29.77,42.7,160.96
Aire neutral,29.77,42.72,160.96
Aire neutral,29.77,42.73,161.26
Aire neutral,29.79,42.74,161.41
Aire neutral,29.8,42.73,161.41
Aire neutral,29.8,42.71,161.11
Aire neutral,29.79,42.66,161.87
Aire neutral,29.78,42.61,161.41
Aire neutral,29.77,42.58,161.72
Aire neutral,29.76,42.54,161.41
Aire neutral,29.74,42.53,162.18
Aire neutral,29.73,42.55,161.41
Aire neutral,29.72,42.56,162.02
Aire neutral,29.7,42.57,161.87
Aire neutral,29.69,42.6,161.57
Aire neutral,29.68,42.66,162.18
Aire neutral,29.67,42.68,162.02
Aire neutral,29.66,42.68,161.87
Aire neutral,29.65,42.73,162.18
Aire neutral,29.64,42.74,161.41
Aire neutral,29.63,42.77,162.49
Aire neutral,29.62,42.77,162.18
Aire neutral,29.61,42.8,162.33
Aire neutral,29.6,42.82,161.87
Aire neutral,29.59,42.85,161.72
Aire neutral,29.59,42.86,162.02
Aire neutral,29.58,42.9,162.02
Aire neutral,29.58,42.93,161.87
Aire neutral,29.58,42.96,162.02
Aire neutral,29.58,42.99,161.72
Aire neutral,29.58,43.03,162.02
Aire neutral,29.57,43.07,162.18
Aire neutral,29.56,43.1,161.72
Aire neutral,29.56,43.13,161.11
Aire neutral,29.55,43.17,162.33
Aire neutral,29.54,43.2,161.41
Aire neutral,29.54,43.23,161.26
Aire neutral,29.54,43.24,161.11
Aire neutral,29.54,43.25,161.72
Aire neutral,29.54,43.27,160.96
Aire neutral,29.55,43.28,161.26
Aire neutral,29.55,43.28,161.11
Aire neutral,29.56,43.29,160.8
Aire neutral,29.56,43.28,160.96
Aire neutral,29.56,43.27,161.41
Aire neutral,29.55,43.29,161.11
Aire neutral,29.55,43.29,160.96
Aire neutral,29.55,43.29,160.96
Aire neutral,29.55,43.28,160.96
Aire neutral,29.54,43.3,161.26
Aire neutral,29.53,43.31,161.57
Aire neutral,29.52,43.32,161.11
Aire neutral,29.51,43.34,160.96
Aire neutral,29.5,43.38,160.96
Aire neutral,29.49,43.39,160.96
Aire neutral,29.48,43.42,160.65
Aire neutral,29.48,43.42,161.57
Aire neutral,29.47,43.41,161.26
Aire neutral,29.47,43.4,160.96
Aire neutral,29.47,43.4,161.72
Aire neutral,29.47,43.39,161.11
Aire neutral,29.47,43.38,161.26
Aire neutral,29.47,43.4,161.87
Aire neutral,29.47,43.44,160.96
Aire neutral,29.48,43.45,161.57
Aire neutral,29.48,43.45,161.26
Aire neutral,29.48,43.46,160.8
Aire neutral,29.47,43.49,160.96
Aire neutral,29.47,43.49,162.02
Aire neutral,29.47,43.49,160.8
Aire neutral,29.47,43.5,161.11
Aire neutral,29.48,43.5,161.72
Aire neutral,29.48,43.49,161.57
Aire neutral,29.49,43.48,161.26
Aire neutral,29.5,43.49,161.41
Aire neutral,29.51,43.48,161.11
Aire neutral,29.52,43.47,161.41
Aire neutral,29.54,43.46,161.72
Aire neutral,29.55,43.43,160.65
Aire neutral,29.56,43.43,161.41
Aire neutral,29.56,43.41,160.8
Aire neutral,29.56,43.39,161.11
Aire neutral,29.56,43.37,161.57
Aire neutral,29.57,43.37,161.72
Aire neutral,29.57,43.34,160.8
Aire neutral,29.57,43.31,161.11
Aire neutral,29.57,43.32,161.26
Aire neutral,29.57,43.31,160.96
Aire neutral,29.57,43.3,160.96
Aire neutral,29.58,43.31,161.72
Aire neutral,29.58,43.3,161.26
Aire neutral,29.58,43.28,161.26
Aire neutral,29.58,43.28,161.11
Aire neutral,29.57,43.26,160.8
Aire neutral,29.56,43.26,160.96
Aire neutral,29.55,43.27,161.26
Aire neutral,29.55,43.28,160.96
Aire neutral,29.55,43.27,161.11
Aire neutral,29.54,43.3,161.11
Aire neutral,29.55,43.28,161.11
Aire neutral,29.55,43.29,161.57
Aire neutral,29.54,43.3,161.11
Aire neutral,29.54,43.28,160.8
Aire neutral,29.54,43.3,160.96
Aire neutral,29.55,43.3,161.11
Aire neutral,29.56,43.3,161.26
Aire neutral,29.57,43.29,161.26
Aire neutral,29.58,43.26,160.65
Aire neutral,29.59,43.27,161.41
Aire neutral,29.59,43.25,161.72
Aire neutral,29.6,43.22,161.26
Aire neutral,29.6,43.19,161.57
Aire neutral,29.6,43.19,161.57
Aire neutral,29.6,43.17,161.11
Aire neutral,29.59,43.16,161.41
Aire neutral,29.58,43.16,161.57
Aire neutral,29.57,43.15,161.72
Aire neutral,29.57,43.16,162.02
Aire neutral,29.56,43.16,162.02
Aire neutral,29.56,43.18,161.57
Aire neutral,29.56,43.19,161.57
Aire neutral,29.56,43.19,161.87
Aire neutral,29.56,43.2,161.26
Aire neutral,29.56,43.2,161.57
Aire neutral,29.56,43.21,161.72
Aire neutral,29.56,43.22,161.41
Aire neutral,29.56,43.23,161.57
Aire neutral,29.57,43.23,162.18
Aire neutral,29.57,43.23,160.96
Aire neutral,29.58,43.23,160.96
Aire neutral,29.58,43.23,161.41
Aire neutral,29.58,43.25,161.41
Aire neutral,29.58,43.23,161.57
Aire neutral,29.58,43.25,161.26
Aire neutral,29.58,43.23,160.96
Aire neutral,29.58,43.25,161.26
Aire neutral,29.57,43.26,160.8
Aire neutral,29.57,43.26,161.72
Aire neutral,29.57,43.27,160.8
Aire neutral,29.57,43.27,161.41
Aire neutral,29.57,43.25,161.26
Aire neutral,29.58,43.28,160.8
Aire neutral,29.59,43.27,161.72
Aire neutral,29.6,43.24,162.02
Aire neutral,29.61,43.21,161.26
Aire neutral,29.6,43.19,161.41
Aire neutral,29.6,43.18,161.41
Aire neutral,29.59,43.17,161.72
Aire neutral,29.59,43.17,161.26
Aire neutral,29.58,43.18,161.26
Aire neutral,29.58,43.18,160.96
Aire neutral,29.58,43.2,160.96
Aire neutral,29.58,43.2,161.41
Aire neutral,29.58,43.2,161.26
Aire neutral,29.59,43.19,161.11
Aire neutral,29.6,43.18,161.72
Aire neutral,29.6,43.17,161.11
Aire neutral,29.59,43.19,161.26
Aire neutral,29.59,43.19,161.26
Aire neutral,29.59,43.21,160.96
Aire neutral,29.58,43.21,160.96
Aire neutral,29.58,43.22,160.8
Aire neutral,29.58,43.23,160.8
Aire neutral,29.59,43.24,161.72
Aire neutral,29.59,43.26,160.65
Aire neutral,29.6,43.25,160.96
Aire neutral,29.61,43.24,160.8
Aire neutral,29.62,43.25,161.72
Aire neutral,29.62,43.25,160.96
Aire neutral,29.62,43.25,160.8
Aire neutral,29.62,43.23,161.11
Aire neutral,29.62,43.24,160.65
Aire neutral,29.61,43.24,160.65
Aire neutral,29.6,43.24,160.8
Aire neutral,29.59,43.25,161.41
Aire neutral,29.58,43.27,161.11
Aire neutral,29.57,43.26,161.72
Aire neutral,29.55,43.27,160.65
Aire neutral,29.55,43.28,161.11
Aire neutral,29.54,43.29,161.72
Aire neutral,29.54,43.28,161.41
Aire neutral,29.54,43.28,161.26
Aire neutral,29.54,43.28,160.96
Aire neutral,29.54,43.3,160.96
Aire neutral,29.54,43.32,161.41
Aire neutral,29.54,43.31,160.8
Aire neutral,29.55,43.33,161.26
Aire neutral,29.55,43.32,160.65
Aire neutral,29.55,43.34,161.41
Aire neutral,29.55,43.36,161.57
Aire neutral,29.55,43.33,161.26
Aire neutral,29.55,43.34,161.26
Aire neutral,29.54,43.35,160.96
Aire neutral,29.54,43.35,161.26
Aire neutral,29.53,43.36,160.8
Aire neutral,29.53,43.36,161.57
Aire neutral,29.52,43.36,161.41
Aire neutral,29.51,43.36,161.26
Aire neutral,29.5,43.37,161.41
Aire neutral,29.49,43.39,162.18
Aire neutral,29.49,43.39,161.41
Aire neutral,29.49,43.39,162.18
Aire neutral,29.49,43.4,161.87
Aire neutral,29.49,43.39,161.87
Aire neutral,29.49,43.4,162.49
Aire neutral,29.49,43.4,161.41
Aire neutral,29.49,43.41,161.72
Aire neutral,29.49,43.41,161.87
Aire neutral,29.49,43.41,161.57
Aire neutral,29.48,43.41,162.33
Aire neutral,29.48,43.42,162.33
Aire neutral,29.48,43.42,161.72
Aire neutral,29.48,43.43,162.02
Aire neutral,29.47,43.41,161.72
Aire neutral,29.47,43.41,161.87
Aire neutral,29.47,43.4,161.72
Aire neutral,29.47,43.37,161.72
Aire neutral,29.47,43.39,162.02
Aire neutral,29.46,43.38,162.18
Aire neutral,29.46,43.39,162.33
Aire neutral,29.45,43.4,162.33
Aire neutral,29.45,43.4,162.18
Aire neutral,29.44,43.41,162.8
Aire neutral,29.43,43.41,162.33
Aire neutral,29.42,43.42,162.49
Aire neutral,29.41,43.43,162.49
Aire neutral,29.41,43.43,162.18
Aire neutral,29.41,43.44,161.87
Aire neutral,29.41,43.43,162.64
Aire neutral,29.42,43.44,162.33
Aire neutral,29.42,43.43,161.57
Aire neutral,29.43,43.44,162.18
Aire neutral,29.43,43.45,163.11
Aire neutral,29.44,43.44,162.49
Aire neutral,29.43,43.44,162.33
Aire neutral,29.43,43.44,162.64
Aire neutral,29.43,43.43,161.72
Aire neutral,29.43,43.46,162.18
Aire neutral,29.43,43.47,162.18
Aire neutral,29.42,43.45,161.87
Aire neutral,29.41,43.46,162.18
Aire neutral,29.41,43.47,161.87
Aire neutral,29.41,43.47,162.33
Aire neutral,29.4,43.46,162.33
Aire neutral,29.4,43.47,162.02
Aire neutral,29.39,43.49,162.95
Aire neutral,29.39,43.49,162.33
Aire neutral,29.38,43.51,162.18
Aire neutral,29.38,43.53,162.64
Aire neutral,29.39,43.52,162.64
Aire neutral,29.4,43.54,161.87
Aire neutral,29.41,43.55,161.72
Aire neutral,29.42,43.53,161.72
Aire neutral,29.42,43.54,162.33
Aire neutral,29.42,43.53,162.64
Aire neutral,29.42,43.52,162.33
Aire neutral,29.42,43.52,162.8
Aire neutral,29.42,43.5,161.57
Aire neutral,29.42,43.52,161.87
Aire neutral,29.42,43.5,161.87
Aire neutral,29.41,43.51,161.41
Aire neutral,29.41,43.52,161.87
Aire neutral,29.41,43.53,161.72
Aire neutral,29.41,43.53,161.72
Aire neutral,29.41,43.53,162.33
Aire neutral,29.4,43.56,162.49
Aire neutral,29.4,43.54,162.02
Aire neutral,29.39,43.56,161.72
Aire neutral,29.38,43.55,162.18
Aire neutral,29.37,43.57,162.18
Aire neutral,29.37,43.6,161.72
Aire neutral,29.36,43.59,162.18
Aire neutral,29.35,43.62,162.8
Aire neutral,29.35,43.64,161.87
Aire neutral,29.34,43.67,162.18
Aire neutral,29.33,43.66,161.87
Aire neutral,29.33,43.67,162.64
